Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Total Min,90s Played,Goals,Ast,G+A,Non-PK Goals,PK,PKattempts,Crd-Yellow,Crd-Red,xGoals,Non-PK xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals per 90,Assists per 90,Goals +Assists  per 90,Non-PK Goals per 90,Non-PK Goals/Assists per 90,xG per 90,xAG per 90,xG+xAG per 90,Non PK xG per 90,xNon PK Goals + Assisted Goals per 90,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerials Won,Aerials Lost,Won%,Weekly Wages,Annual Wages,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
Leandro Trossard,BEL,"FW,MF",Arsenal,29,1994,30,14,"1,364",15.2,10,1,11,10,0,0,2,0,6.4,6.4,2.2,8.6,53,64,124,0.66,0.07,0.73,0.66,0.73,0.42,0.14,0.56,0.42,0.56,0,0,14,17,8,51,6,15,1,0,0,80,5,9,35.7,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",45,44.6,72,3,16,22,3,2.23,38,9,29,1.91,0.48,30.1,11,19.1,1.26,-0.02
Auston Trusty,USA,DF,Sheffield Utd,25,1998,27,23,"2,122",23.6,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1,9,33,12,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,0,0,21,12,3,5,25,27,0,1,0,80,53,42,55.8,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",79,72.3,89,20,4,21,6,0.43,20,69,-49,-1.99,-0.93,22,43.9,-21.9,-0.89,0.35
Kostas Tsimikas,GRE,DF,Liverpool,27,1996,12,8,672,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1,1.1,23,31,69,0,0.4,0.4,0,0.4,0.01,0.14,0.15,0.01,0.15,0,0,11,7,1,72,6,13,0,0,0,43,3,13,18.8,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",52,22.2,79,6,5,9,15,2.15,16,7,9,1.19,-0.02,14.3,8.4,5.8,0.77,-0.38
Matt Turner,USA,GK,Nott'ham Forest,29,1994,17,17,"1,530",17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,4,0,100,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",90,50,90,17,0,,16,1.11,24,29,-5,-0.29,0.47,20.5,25.5,-4.9,-0.29,-0.34
Destiny Udogie,ITA,DF,Tottenham,21,2002,28,28,"2,391",26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83,155,138,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,1,1,51,36,3,22,37,33,0,0,0,169,22,26,45.8,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",85,83,85,21,0,,0,1.93,56,40,16,0.6,0.6,48.3,42.4,5.9,0.22,0.83
Lesley Ugochukwu,FRA,MF,Chelsea,20,2004,10,3,273,3,0,0,0,0,0,0,2,0,0,0,0,0,6,15,2,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,4,2,0,0,1,9,0,0,0,10,8,2,80,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",27,9.5,72,1,7,8,4,1.2,3,6,-3,-0.99,-1.23,6.4,6.5,-0.2,-0.05,-0.5
Enes Ünal,TUR,"FW,MF",Bournemouth,26,1997,11,0,155,1.7,1,1,2,1,0,0,0,0,1.6,1.6,0.2,1.8,2,5,15,0.58,0.58,1.16,0.58,1.16,0.91,0.14,1.05,0.91,1.05,0,0,7,5,4,0,1,4,0,0,0,7,2,7,22.2,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",13,5.2,,0,12,13,0,1.5,7,4,3,1.7,2.13,4.6,2.4,2.2,1.22,1.32
Virgil van Dijk,NED,DF,Liverpool,32,1991,31,31,"2,727",30.3,2,2,4,2,0,0,2,1,2.3,2.3,1.6,3.8,28,166,6,0.07,0.07,0.13,0.07,0.13,0.07,0.05,0.13,0.07,0.13,1,0,21,10,1,0,36,21,0,0,0,152,131,28,82.4,"£ 220,000 (€ 255,637, $272,546)","£ 11,440,000 (€ 13,293,106, $14,172,371)",88,92.1,88,31,0,,0,2.13,67,33,34,1.09,-1.51,70.9,37.5,33.4,1.07,-0.03
Raphaël Varane,FRA,DF,Manchester Utd,30,1993,21,16,"1,353",15,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,16,58,2,0.07,0,0.07,0.07,0.07,0.08,0,0.09,0.08,0.09,0,0,8,2,2,0,15,11,0,0,0,66,21,5,80.8,"£ 340,000 (€ 395,075, $421,207)","£ 17,680,000 (€ 20,543,891, $21,902,755)",64,45.6,81,12,5,10,4,1.86,23,23,0,0,-0.06,24.5,27.4,-2.9,-0.2,0.18
Alejo Véliz,ARG,FW,Tottenham,20,2003,8,0,50,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,0,1,3,1.8,0,1.8,1.8,1.8,0.45,0,0.45,0.45,0.45,0,0,0,1,3,0,0,0,0,0,0,0,1,2,33.3,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",6,1.7,,0,8,6,5,1.88,3,2,1,1.8,1.32,2.1,1.8,0.2,0.45,0.37
Joël Veltman,NED,DF,Brighton,32,1992,23,14,"1,397",15.5,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,23,78,48,0,0.06,0.06,0,0.06,0.01,0.03,0.05,0.01,0.05,0,0,16,41,0,9,16,36,0,0,0,71,25,18,58.1,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",60,48.6,82,12,9,23,2,1.29,26,31,-5,-0.31,-0.49,20.3,24.5,-4.2,-0.27,-0.55
Micky van de Ven,NED,DF,Tottenham,23,2001,21,21,"1,799",20,2,0,2,2,0,0,3,0,0.4,0.4,0,0.4,13,81,2,0.1,0,0.1,0.1,0.1,0.02,0,0.02,0.02,0.02,0,0,10,14,0,0,16,28,0,1,0,120,31,29,51.7,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",86,62.5,86,17,0,,1,2.1,38,26,12,0.6,0.27,31.1,27.8,3.3,0.16,0.22
Bart Verbruggen,NED,GK,Brighton,21,2002,17,17,"1,530",17,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,26,3,0,100,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",90,51.5,90,17,0,,16,1.47,28,22,6,0.35,0.85,22.3,24.8,-2.5,-0.14,-0.34
Guglielmo Vicario,ITA,GK,Tottenham,27,1996,32,32,"2,880",32,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,48,21,1,95.5,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",90,100,90,32,0,,0,1.88,65,49,16,0.5,,55.5,52.9,2.6,0.08,
Fabio Vieira,POR,"MF,FW",Arsenal,23,2000,11,2,297,3.3,1,2,3,0,1,1,0,1,1.2,0.4,1.4,1.8,10,14,28,0.3,0.61,0.91,0,0.61,0.37,0.45,0.82,0.13,0.57,1,0,8,10,2,15,2,2,2,0,0,16,1,0,100,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",27,9.7,62,0,9,19,9,2.36,11,2,9,2.73,1.2,8.2,1.8,6.4,1.94,0.74
Carlos Vinícius,BRA,FW,Fulham,29,1995,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3,3,13,0.57,0,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69,0,0,4,2,6,1,0,2,0,0,0,9,4,11,26.7,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",24,10.3,61,0,11,18,7,1.23,6,5,1,0.29,0.45,6.5,4.3,2.2,0.63,1
Vitinho,BRA,"DF,MF",Burnley,24,1999,28,23,"2,018",22.4,0,1,1,0,0,0,1,0,1.3,1.3,1.2,2.5,57,63,97,0,0.04,0.04,0,0.04,0.06,0.05,0.11,0.06,0.11,0,0,23,23,3,53,11,31,1,2,0,94,16,18,47.1,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",72,65.9,85,14,5,14,2,0.68,27,38,-11,-0.49,1.32,25,37.9,-12.9,-0.58,0.39
Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,29,1994,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",90,14.7,90,5,0,,14,0.6,6,12,-6,-1.2,-0.79,4.9,7.5,-2.6,-0.53,-0.48
Kyle Walker,ENG,DF,Manchester City,33,1990,26,25,"2,260",25.1,0,2,2,0,0,0,2,0,0.4,0.4,2.3,2.7,65,139,151,0,0.08,0.08,0,0.08,0.02,0.09,0.11,0.02,0.11,0,0,23,16,6,57,22,18,0,0,0,135,23,13,63.9,"£ 175,000 (€ 203,347, $216,798)","£ 9,100,000 (€ 10,574,062, $11,273,477)",87,78.7,89,23,1,34,3,2.22,63,27,36,1.39,-0.32,53.6,25.1,28.5,1.1,-0.15
Aaron Wan-Bissaka,ENG,DF,Manchester Utd,26,1997,16,14,"1,244",13.8,0,2,2,0,0,0,4,0,0.1,0.1,1.3,1.4,23,53,40,0,0.14,0.14,0,0.14,0.01,0.1,0.1,0.01,0.1,0,0,16,7,0,9,32,23,0,1,0,77,14,16,46.7,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",78,44.9,88,12,2,11,3,1.29,24,26,-2,-0.13,-0.3,19,28.8,-9.8,-0.66,-0.67
Joel Ward,ENG,DF,Crystal Palace,34,1989,24,23,"1,976",22,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16,66,14,0,0.05,0.05,0,0.05,0.04,0.01,0.05,0.04,0.05,0,0,22,6,0,22,14,28,0,0,1,94,45,48,48.4,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",79,64.6,85,19,2,8,2,1.12,23,34,-11,-0.5,-0.42,26,29.9,-3.9,-0.18,0.11
James Ward-Prowse,ENG,MF,West Ham,29,1994,33,32,"2,759",30.7,6,7,13,4,2,2,4,0,5.8,4.2,7.6,11.8,18,132,60,0.2,0.23,0.42,0.13,0.36,0.19,0.25,0.44,0.14,0.39,0,0,23,18,0,173,34,29,0,0,0,135,24,32,42.9,"£ 115,000 (€ 133,628, $142,467)","£ 5,980,000 (€ 6,948,669, $7,408,285)",84,90.2,86,26,1,7,0,1.42,47,59,-12,-0.39,-1.29,40.5,58.1,-17.6,-0.58,-1.13
Deivid Washington,BRA,"DF,FW",Chelsea,18,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,0,3.23,0,3.23,3.23,3.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",7,0.5,,0,2,7,14,1.5,1,1,0,0,-0.13,0.9,1.7,-0.8,-5.42,-5.85
Ollie Watkins,ENG,FW,Aston Villa,28,1995,33,33,"2,880",32,19,12,31,19,0,0,4,0,15.7,15.7,7.1,22.8,54,54,200,0.59,0.37,0.97,0.59,0.97,0.49,0.22,0.71,0.49,0.71,0,0,20,37,15,12,4,6,2,0,0,61,41,73,36,"£ 130,000 (€ 151,058, $161,050)","£ 6,760,000 (€ 7,855,017, $8,374,583)",87,94.1,87,24,0,,0,2,67,46,21,0.66,0.66,55.5,46.9,8.5,0.27,1.21
Adam Webster,ENG,DF,Brighton,29,1995,10,9,767,8.5,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,11,65,2,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,0,0,6,1,0,1,9,11,0,0,1,43,24,11,68.6,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",77,25.8,83,7,1,19,12,1.3,13,16,-3,-0.35,-0.39,15.1,12.1,3,0.35,0.45
Danny Welbeck,ENG,"FW,MF",Brighton,33,1990,23,17,"1,286",14.3,4,1,5,4,0,0,3,0,4,4,1.5,5.5,28,36,83,0.28,0.07,0.35,0.28,0.35,0.28,0.1,0.39,0.28,0.39,0,0,8,19,9,2,9,8,2,0,0,39,12,19,38.7,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",57,45.8,67,2,6,26,1,1.29,22,23,-1,-0.07,-0.01,24.2,23.1,1.1,0.07,0.1
Timo Werner,GER,FW,Tottenham,28,1996,12,9,779,8.7,2,3,5,2,0,0,1,0,3.7,3.7,2.7,6.4,78,41,121,0.23,0.35,0.58,0.23,0.58,0.43,0.31,0.74,0.43,0.74,0,0,2,5,12,27,3,4,0,0,0,27,1,2,33.3,"£ 165,000 (€ 191,728, $204,409)","£ 8,580,000 (€ 9,969,830, $10,629,278)",65,27,81,2,3,16,0,1.75,18,14,4,0.46,-0.05,16.8,11.2,5.6,0.64,0.77
Adam Wharton,ENG,MF,Crystal Palace,19,2004,11,10,859,9.5,0,1,1,0,0,0,1,0,0.2,0.2,2,2.2,11,45,6,0,0.1,0.1,0,0.1,0.02,0.21,0.23,0.02,0.23,0,0,12,15,0,22,14,24,0,0,0,53,4,9,30.8,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",78,30.8,80,3,1,63,0,1.25,14,14,0,0,0.51,12,13.7,-1.6,-0.16,0.09
Ben White,ENG,DF,Arsenal,26,1997,33,31,"2,650",29.4,2,4,6,2,0,0,8,0,0.7,0.7,3,3.7,38,164,143,0.07,0.14,0.2,0.07,0.2,0.02,0.1,0.13,0.02,0.13,0,0,16,12,9,55,28,25,0,0,0,108,34,19,64.2,"£ 120,000 (€ 139,438, $148,661)","£ 6,240,000 (€ 7,250,785, $7,730,384)",80,86.6,85,24,2,7,0,2.24,73,23,50,1.7,0.38,60.1,20.8,39.4,1.34,0.46
Joe White,ENG,MF,Newcastle Utd,21,2002,3,0,12,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,,,3,0.4,,0,4,3,5,1,2,0,2,13.85,13.45,1,0.2,0.8,5.51,5.33
Neco Williams,WAL,DF,Nott'ham Forest,23,2001,25,17,"1,603",17.8,0,1,1,0,0,0,4,0,0.7,0.7,1.6,2.3,46,46,84,0,0.06,0.06,0,0.06,0.04,0.09,0.13,0.04,0.13,0,0,23,30,4,68,22,40,0,0,0,106,30,20,60,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",64,52.4,88,14,8,13,5,0.96,23,32,-9,-0.51,0.05,25.3,22.7,2.6,0.15,0.56
Willian,BRA,FW,Fulham,35,1988,28,22,"1,922",21.4,4,2,6,2,2,2,1,0,5.1,3.6,3.9,7.5,89,149,176,0.19,0.09,0.28,0.09,0.19,0.24,0.18,0.42,0.17,0.35,0,0,9,30,1,70,9,9,0,0,0,93,8,13,38.1,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",69,62.8,79,9,6,30,1,1.36,34,26,8,0.37,1.32,33,32.7,0.3,0.01,0.74
Joe Willock,ENG,MF,Newcastle Utd,24,1999,9,5,419,4.7,1,0,1,1,0,0,0,0,0.8,0.8,0.6,1.4,16,17,26,0.21,0,0.21,0.21,0.21,0.17,0.12,0.3,0.17,0.3,0,0,3,3,1,6,1,7,0,0,0,26,1,1,50,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",47,14.1,67,0,4,22,0,1.56,6,9,-3,-0.64,-1.28,5.7,7.9,-2.2,-0.48,-0.79
Callum Wilson,ENG,FW,Newcastle Utd,32,1992,16,8,862,9.6,7,1,8,5,2,2,2,0,7.2,5.7,0.5,6.2,9,6,63,0.73,0.1,0.84,0.52,0.63,0.76,0.05,0.81,0.59,0.64,0,0,14,15,4,3,1,3,0,0,0,15,8,16,33.3,"£ 46,000 (€ 53,451, $56,987)","£ 2,392,000 (€ 2,779,468, $2,963,314)",52,29.9,81,5,9,27,0,1.41,25,15,10,1.01,0.8,20.3,11.6,8.8,0.89,0.98
Harry Wilson,WAL,FW,Fulham,27,1997,31,15,"1,506",16.7,3,4,7,3,0,0,6,0,3.1,3.1,3,6.1,36,55,123,0.18,0.24,0.42,0.18,0.42,0.19,0.18,0.36,0.19,0.36,0,0,20,36,5,40,10,14,1,0,0,74,3,5,37.5,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",49,49.2,75,4,16,24,1,1.26,17,26,-9,-0.54,-0.83,19.3,29,-9.7,-0.58,-0.63
Yoane Wissa,COD,FW,Brentford,27,1996,30,27,"2,290",25.4,10,1,11,10,0,0,6,0,10.1,10.1,3.3,13.5,41,44,132,0.39,0.04,0.43,0.39,0.43,0.4,0.13,0.53,0.4,0.53,0,0,34,48,19,16,8,14,1,0,0,92,36,45,44.4,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",76,74.8,81,9,3,32,0,0.97,36,34,2,0.08,1.13,40.4,32.7,7.7,0.3,0.65
Chris Wood,NZL,FW,Nott'ham Forest,32,1991,27,16,"1,465",16.3,12,1,13,12,0,0,0,0,8.3,8.3,2,10.3,11,25,62,0.74,0.06,0.8,0.74,0.8,0.51,0.12,0.63,0.51,0.63,0,0,20,11,5,2,1,3,0,1,0,37,61,77,44.2,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",54,47.9,82,11,11,14,0,0.85,21,27,-6,-0.37,0.31,22.9,20.8,2.1,0.13,0.48
Cauley Woodrow,ENG,"FW,MF",Luton Town,29,1994,20,2,362,4,1,1,2,1,0,0,2,0,1.2,1.2,1.1,2.3,6,4,20,0.25,0.25,0.5,0.25,0.5,0.29,0.28,0.58,0.29,0.58,0,0,8,2,1,7,0,9,0,0,0,17,10,14,41.7,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",18,11.8,62,0,18,13,8,0.7,9,11,-2,-0.5,0.37,6.9,9.8,-2.9,-0.72,0.26
Joe Worrall,ENG,DF,Nott'ham Forest,27,1997,7,5,439,4.9,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,1,0,3,2,0,0,3,5,0,0,0,18,12,10,54.5,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",63,14.3,85,3,2,7,7,1.57,7,8,-1,-0.21,0.38,5.1,7.2,-2.1,-0.44,-0.37
Yehor Yarmoliuk,UKR,MF,Brentford,20,2004,23,6,635,7.1,0,0,0,0,0,0,2,0,1,1,0,1,10,34,30,0,0,0,0,0,0.14,0.01,0.15,0.14,0.15,0,0,12,6,0,14,6,10,0,0,0,45,9,10,47.4,,,28,20.8,61,0,17,16,11,1.22,11,8,3,0.43,0.8,13.5,8.8,4.7,0.67,0.67
Ryan Yates,ENG,MF,Nott'ham Forest,26,1997,31,18,"1,757",19.5,0,0,0,0,0,0,6,0,2,2,0.4,2.4,16,68,34,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,0,0,50,49,2,5,20,34,0,0,0,90,39,34,53.4,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",57,57.4,84,13,13,18,2,0.94,25,36,-11,-0.56,-0.08,23.5,27.9,-4.4,-0.23,-0.25
Ashley Young,ENG,"DF,MF",Everton,38,1985,26,23,"1,899",21.1,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,37,69,58,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,1,1,31,22,1,98,21,25,1,1,1,107,17,24,41.5,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",72,63.5,81,11,4,21,1,1.26,24,29,-5,-0.23,0.33,31.6,28.4,3.2,0.15,0.5
Illia Zabarnyi,UKR,DF,Bournemouth,21,2002,33,33,"2,970",33,1,0,1,1,0,0,5,0,1.1,1.1,0.3,1.4,21,97,1,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,0,0,24,22,0,1,32,31,0,0,0,136,73,56,56.6,,,90,100,90,34,0,,0,1.32,49,60,-11,-0.32,,50.7,51.7,-1,-0.03,
Nicolò Zaniolo,ITA,"FW,MF",Aston Villa,24,1999,24,9,825,9.2,2,0,2,2,0,0,7,0,2.3,2.3,0.9,3.2,35,30,59,0.22,0,0.22,0.22,0.22,0.25,0.1,0.35,0.25,0.35,0,0,24,21,0,17,1,9,0,0,0,36,7,14,33.3,"£ 60,000 (€ 69,719, $74,331)","£ 3,120,000 (€ 3,625,393, $3,865,192)",34,27,61,0,15,18,5,1.63,17,13,4,0.44,-0.25,12.6,14.4,-1.8,-0.2,-0.54
Anass Zaroury,MAR,"FW,MF",Burnley,23,2000,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,2,2,12,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,1,0,4,3,0,11,0,0,0,0,0,8,0,1,0,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",25,5,67,0,5,17,7,0.17,2,4,-2,-1.18,-0.26,1.8,2.8,-1.1,-0.64,0.08
Oleksandr Zinchenko,UKR,DF,Arsenal,27,1996,26,20,"1,690",18.8,1,2,3,1,0,0,2,0,0.6,0.6,2,2.6,39,218,57,0.05,0.11,0.16,0.05,0.16,0.03,0.11,0.14,0.03,0.14,0,0,7,9,1,29,20,30,0,0,0,103,27,16,62.8,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",65,55.2,79,7,6,19,2,2.23,37,15,22,1.17,-1.06,36.6,12,24.6,1.31,0.08
Kurt Zouma,FRA,DF,West Ham,29,1994,29,28,"2,478",27.5,3,0,3,3,0,0,3,0,1.8,1.8,0.1,1.9,7,50,1,0.11,0,0.11,0.11,0.11,0.07,0,0.07,0.07,0.07,0,0,20,5,0,0,23,13,0,1,0,92,54,40,57.4,"£ 125,000 (€ 145,248, $154,855)","£ 6,500,000 (€ 7,552,901, $8,052,483)",85,81,87,25,1,31,1,1.45,47,52,-5,-0.18,0.44,38.3,51.1,-12.8,-0.46,0
Martin Ødegaard,NOR,MF,Arsenal,25,1998,31,31,"2,734",30.4,8,8,16,6,2,2,2,0,6.2,4.6,7,11.6,81,282,172,0.26,0.26,0.53,0.2,0.46,0.2,0.23,0.43,0.15,0.38,0,0,30,31,2,60,13,15,1,0,0,139,3,7,30,"£ 240,000 (€ 278,876, $297,322)","£ 12,480,000 (€ 14,501,570, $15,460,768)",88,89.3,88,20,0,,1,2.29,72,20,52,1.71,0.61,59.8,21.1,38.7,1.27,-0.01
